Prov. Code;Prov. Category;Prov. Type;Conc. Rel.;Descr. UI;Descr. Name;PH count;#Parent Ds;PHs;#Descendant Ds;MeSH Categories;year
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059031;Anticipation, Psychological;0;1;;0;F;2011
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059032;Learning Curve;1;1;Learning;0;F;2011
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059033;For-Profit Insurance Plans;0;1;;0;N;2011
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059034;Not-For-Profit Insurance Plans;0;1;;0;N;2011
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059035;Perioperative Period;1;2;Patient Care;5;E~N;2011
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059036;Photograph;0;1;;0;V;2011
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059037;Doulas;0;1;;0;M~N;2011
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059038;Black Sea;0;1;;0;Z;2011
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059039;Standard of Care;0;2;;1;N;2011
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059040;Video-Audio Media;0;2;;3;V;2011
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059041;Plagiocephaly;0;1;;1;C;2011
3.3: Submersion;3: New PI concept;3: Submersion;-;D059045;Chromosomal Puffs;1;2;Chromosomes;0;A;2011
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059065;Medication Reconciliation;1;3;Medication Errors;0;E~N;2011
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059066;Gross Domestic Product;1;1;Economics;0;I;2011
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059085;Nasal Sprays;0;1;;0;D;2011
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D059125;Neanderthals;2;1;Hominidae~Humans;0;B;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059126;Cronobacter;1;1;Enterobacteriaceae;1;B;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059127;Phyllobacteriaceae;0;1;;1;B;2012
3.3: Submersion;3: New PI concept;3: Submersion;-;D059128;Mesorhizobium;1;1;Alphaproteobacteria;0;B;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059145;Total Disc Replacement;1;1;Arthroplasty, Replacement;0;E;2012
3.1: Succession;3: New PI concept;1: Succession;-;D059146;Metastasectomy;1;1;secondary;0;E;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059147;HIV Serosorting;1;2;Sexual Behavior;0;F;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059165;Hormesis;0;1;;0;G;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059166;Osteology;0;1;;0;H;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059167;Mirror Neurons;1;1;Neurons;0;A;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059168;Carotid Intima-Media Thickness;3;3;Carotid Arteries~Tunica Intima~Tunica Media;0;E~G;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059186;Chemoradiotherapy, Adjuvant;2;1;Chemotherapy, Adjuvant~Radiotherapy, Adjuvant;0;E;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059205;Renewable Energy;0;1;;6;N;2012
1.2: Subdivision;1: Old concept;2: Subdivision;NRW;D059206;Natural Gas;1;1;Fossil Fuels;0;D~N;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059207;Geothermal Energy;0;1;;0;N;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059208;Parasite Load;0;1;;1;E;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059225;Nociception;1;1;Pain;0;F;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059226;Nociceptive Pain;1;1;Pain;1;C;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059227;Postsynaptic Potential Summation;2;2;Synaptic Potentials~Synaptic Transmission;0;G;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059228;Renal Nutcracker Syndrome;1;1;Vascular Diseases;0;C;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059229;Osteotomy, Sagittal Split Ramus;1;2;Osteotomy;0;E;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059230;Reflex, Trigeminocardiac;1;1;Reflex;0;G;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059232;Laboratory Personnel;0;1;;1;M;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059245;Transient Tachypnea of the Newborn;1;2;Respiratory Distress Syndrome, Newborn;0;C;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059246;Tachypnea;1;2;Respiration Disorders;1;C;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059247;Fertility Preservation;1;2;Fertility;0;E;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059248;Chemoradiotherapy;2;3;Chemotherapy, Adjuvant~Radiotherapy, Adjuvant;1;E;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059249;Otomycosis;2;2;Ear Diseases~Mycoses;0;C;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059250;Administration, Metronomic;1;1;Drug Administration Schedule;0;E;2012
3.3: Submersion;3: New PI concept;3: Submersion;-;D059265;Visceral Pain;1;1;Pain;0;C;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059266;Bisphosphonate-Associated Osteonecrosis of the Jaw;1;2;Osteonecrosis;0;C;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059267;Cardiomegaly, Exercise-Induced;1;1;Cardiomegaly;0;G;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059268;Atrophic Vaginitis;1;1;Vaginitis;0;C;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059269;Chilaiditi Syndrome;0;1;;0;C;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059270;Petrositis;0;2;;0;C;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059285;Pregnancy, Twin;1;1;Twins;0;G;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059286;Pregnancy, Triplet;1;1;Triplets;0;G;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059287;Pregnancy, Quadruplet;1;1;Quadruplets;0;G;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059288;Pregnancy, Quintuplet;1;1;Quintuplets;0;G;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059289;Vascular Stiffness;1;1;Elasticity;0;G;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059290;Dopaminergic Neurons;1;1;Dopamine;0;A;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059305;Diet, High-Fat;1;1;Dietary Fats;0;G;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059325;Intra-Abdominal Hypertension;0;1;;0;C;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059326;Serotonergic Neurons;1;1;Serotonin;0;A;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059327;Brachydactyly;1;1;Hand Deformities, Congenital;0;C;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059328;Diffuse Noxious Inhibitory Control;1;2;Pain;0;E;2012
3.5: Detachment~3.4: Overtopping;3: New PI concept;5: Detachment~4: Overtopping;-;D059329;Cholinergic Neurons;2;1;Acetylcholine~Cholinergic Fibers;3;A;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059330;GABAergic Neurons;1;1;gamma-Aminobutyric Acid;0;A;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059331;Adrenergic Neurons;3;1;Epinephrine~Norepinephrine~Receptors, Adrenergic;1;A;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059333;Central Nervous System Sensitization;1;1;Pain;0;G;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059345;Cerebral Small Vessel Diseases;1;1;Cerebrovascular Disorders;6;C;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059346;Magnets;1;1;Magnetics;1;J;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059347;Cardio-Renal Syndrome;0;2;;0;C;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059348;Peripheral Nerve Injuries;1;2;Peripheral Nerves;0;C;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059349;Urine Specimen Collection;1;1;Specimen Handling;0;E;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059350;Chronic Pain;1;1;Pain;0;C;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059351;Organ Sparing Treatments;0;1;;0;E;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059352;Musculoskeletal Pain;1;3;Pain;2;C~F~G;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059365;Nonsense Mediated mRNA Decay;2;2;Codon, Nonsense~RNA, Messenger;0;G;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059366;Asthma, Occupational;1;2;Asthma;0;C;2012
3.1: Succession;3: New PI concept;1: Succession;-;D059367;RNA Cleavage;1;2;RNA or specifics;0;G;2012
3.1: Succession;3: New PI concept;1: Succession;-;D059368;RNA Isoforms;1;1;RNA or specifics;0;D;2012
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D059369;Pott Puffy Tumor;4;2;Frontal Bone~Frontal Sinusitis~Osteomyelitis~Sinusitis;0;C;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059370;RNA Folding;1;3;Nucleic Acid Conformation;0;G;2012
1.2: Subdivision;1: Old concept;2: Subdivision;NRW;D059371;DNA, B-Form;1;2;DNA;0;D~G;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059372;Nucleotide Motifs;0;2;;0;G;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059373;Mastodynia;1;2;Pain;0;C~F~G;2012
3.5: Detachment~3.3: Submersion;3: New PI concept;5: Detachment~3: Submersion;-;D059385;Plyometric Exercise;2;2;Exercise~Muscle Stretching Exercises;0;E~G~I;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059386;Reverse Genetics;0;1;;0;E;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059387;Sphenopalatine Ganglion Block;0;1;;0;E;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059388;Pelvic Girdle Pain;1;2;Pelvic Pain;0;C;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059390;Breakthrough Pain;1;2;Pain;0;C~F~G;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059392;Petroleum Pollution;0;1;;0;N;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059405;Sun Protection Factor;1;2;Sunscreening Agents;0;E;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059407;Pinguecula;0;1;;0;C;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059408;Pain Management;1;2;Pain;0;E~N;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059409;Stroke, Lacunar;1;3;Cerebral Infarction;0;C;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059411;Lower Urinary Tract Symptoms;0;1;;8;C;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059413;Intraabdominal Infections;0;1;;5;C;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059425;Interferon-gamma Release Tests;1;1;Interferon-gamma;0;E;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059445;Anhedonia;0;1;;0;C~F;2012
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D059446;Heterotaxy Syndrome;3;3;Heart Defects, Congenital~Spleen~Viscera;0;C;2012
3.1: Succession;3: New PI concept;1: Succession;-;D059447;Cell Cycle Checkpoints;1;1;Cell Cycle or specifics;4;G;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059451;Biosimilar Pharmaceuticals;1;1;Biological Agents;0;D;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059466;White Coat Hypertension;1;1;Hypertension;0;C;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059467;Transcriptome;1;2;Gene Expression Profiling;0;G;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059468;Masked Hypertension;1;1;Hypertension;0;C;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059470;Tetraspanins;1;1;Membrane Proteins;8;D;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059471;In Vitro Oocyte Maturation Techniques;0;1;;0;E;2012
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D059472;Exome;2;1;Exons~Genome;0;G;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059485;Gastropexy;1;1;Stomach;0;E;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059505;Telomere Homeostasis;1;1;Telomere;0;G;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059506;Telomere Shortening;1;2;Telomere;0;G;2012
3.5: Detachment~3.4: Overtopping;3: New PI concept;5: Detachment~4: Overtopping;-;D059525;Supraglottitis;2;2;Epiglottitis~Glottis;1;C;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059526;Foraminotomy;0;1;;0;E;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059545;Paraneoplastic Syndromes, Ocular;1;2;Paraneoplastic Syndromes;0;C;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059546;Sinus Floor Augmentation;1;2;Bone Transplantation;0;E;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059547;Stereocilia;1;1;Cell Surface Extensions;0;A;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059549;Anterior Cruciate Ligament Reconstruction;1;1;Anterior Cruciate Ligament;1;E;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059550;Toxicity Tests, Subchronic;0;1;;0;E;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059551;Toxicity Tests, Subacute;0;1;;0;E;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059552;Caves;0;2;;0;G~N;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059565;G2 Phase Cell Cycle Checkpoints;1;2;G2 Phase;0;G;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059566;M Phase Cell Cycle Checkpoints;1;2;Mitosis;0;G;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059585;G1 Phase Cell Cycle Checkpoints;1;2;G1 Phase;0;G;2012
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D059586;Duddingtonia;2;1;Ascomycota~Mitosporic Fungi;0;B;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059587;Calcifying Nanoparticles;1;2;Nanoparticles;0;D~J;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059605;Dental Implant-Abutment Design;2;1;Dental Abutments~Dental Implants;0;E;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059606;Polydipsia;1;2;Thirst;1;C;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059607;Polydipsia, Psychogenic;1;3;Thirst;0;C~F;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059608;Laryngocele;1;2;Laryngeal Diseases;0;C;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059609;Mallory Bodies;1;1;Inclusion Bodies;0;A;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059611;Balamuthia mandrillaris;1;1;Amoebozoa;0;B;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059625;Liquid-Liquid Extraction;0;1;;1;E;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059627;Liquid Phase Microextraction;0;1;;0;E;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059629;Signal-To-Noise Ratio;0;1;;0;E~G~N;2012
1.1: Succession;1: Old concept;1: Succession;;D059630;Mesenchymal Stem Cells;1;2;Mesenchymal Stem Cells;0;A;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059631;Wharton Jelly;0;1;;0;A;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059645;Mutation Rate;1;2;Mutation;0;G;2012
3.1: Succession;3: New PI concept;1: Succession;-;D059646;Genome Size;1;1;Genome or specifics;0;G;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059647;Gene-Environment Interaction;0;1;;0;G;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059648;Kisspeptins;1;3;Tumor Suppressor Proteins;0;D;2012
1.2: Subdivision;1: Old concept;2: Subdivision;NRW;D059666;Lysosomal-Associated Membrane Protein 3;1;1;Lysosome-Associated Membrane Glycoproteins;0;D;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059685;Herniorrhaphy;1;1;Hernia;0;E;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059705;Polar Bodies;1;1;Oocytes;0;A;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059706;Aliivibrio;0;1;;2;B;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059707;Aliivibrio Infections;0;1;;0;C;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059708;Ultrasonic Surgical Procedures;0;1;;4;E;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059725;Interactive Ventilatory Support;0;1;;0;E;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059745;Piezosurgery;1;1;Ultrasonic Therapy;0;E;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059746;Heimlich Maneuver;2;1;Airway Obstruction~Resuscitation;0;E;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059747;Nasal Surgical Procedures;1;1;Nose;1;E;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059748;Proteolysis;0;2;;0;G;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059765;Homologous Recombination;1;1;Recombination, Genetic;4;G;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059766;DNA End-Joining Repair;1;1;DNA Repair;0;G;2012
3.2: Subdivision~3.3: Submersion;3: New PI concept;2: Subdivision~3: Submersion;-;D059767;Recombinational DNA Repair;2;2;DNA Repair~Recombination, Genetic;0;G;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059785;Karyotype;1;1;Karyotyping;2;G;2012
1.2: Subdivision;1: Old concept;2: Subdivision;REL;D059786;Abnormal Karyotype;1;2;Chromosome Aberrations;1;C~G;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059787;Acute Pain;1;1;Pain;0;C;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059788;Dried Blood Spot Testing;0;1;;0;E;2012
1.2: Subdivision;1: Old concept;2: Subdivision;NRW;D059805;HLA-DR alpha-Chains;1;1;HLA-DR Antigens;0;D;2012
1.2: Subdivision;1: Old concept;2: Subdivision;NRW;D059806;HLA-DR beta-Chains;1;1;HLA-DR Antigens;4;D;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059807;S Phase Cell Cycle Checkpoints;1;2;S Phase;0;G;2012
2.2: Subdivision~2.3: Submersion;2: Old SRC;2: Subdivision~3: Submersion;-;D059808;Polyphenols;2;2;Flavonoids~Phenols;1;D;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059810;HLA-DR Serological Subtypes;1;1;HLA-DR Antigens;7;D;2012
2.3: Submersion;2: Old SRC;3: Submersion;-;D059811;HLA-DRB1 Chains;1;1;HLA-DR Antigens;0;D;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059825;Physical Therapists;1;1;Physical Therapy Modalities;0;M~N;2012
2.3: Submersion;2: Old SRC;3: Submersion;-;D059826;HLA-DRB3 Chains;1;1;HLA-DR Antigens;0;D;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059827;Agricultural Inoculants;1;2;Bacteria;0;B;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059828;Plant Cells;1;1;Plants;0;A;2012
2.3: Submersion;2: Old SRC;3: Submersion;-;D059845;HLA-DRB4 Chains;1;1;HLA-DR Antigens;0;D;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059846;Analgesics, Short-Acting;1;1;Analgesics;0;D;2012
2.3: Submersion;2: Old SRC;3: Submersion;-;D059847;HLA-DRB5 Chains;1;1;HLA-DR Antigens;0;D;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059848;HLA-DQ alpha-Chains;1;1;HLA-DQ Antigens;0;D;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059865;Endoplasmic Reticulum Stress;2;1;Endoplasmic Reticulum~Stress, Physiological;0;G;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059866;HLA-DQ beta-Chains;1;1;HLA-DQ Antigens;0;D;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059867;HLA-DP alpha-Chains;1;1;HLA-DP Antigens;0;D;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059868;HLA-DP beta-Chains;1;1;HLA-DP Antigens;0;D;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059869;Radiostereometric Analysis;0;2;;0;E;2012
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D059870;HLA-A11 Antigen;1;1;HLA-A Antigens;0;D;2012
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D059871;HLA-A24 Antigen;1;1;HLA-A Antigens;0;D;2012
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D059885;Kasabach-Merritt Syndrome;2;2;Hemangioendothelioma~Hemangioma;0;C;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D059905;Endocarditis, Non-Infective;1;1;Endocarditis;0;C;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059906;Neuroimaging;0;3;;11;E;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059907;Functional Neuroimaging;0;1;;2;E;2012
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D059908;HLA-B13 Antigen;1;1;HLA-B Antigens;0;D;2012
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D059909;HLA-B14 Antigen;1;1;HLA-B Antigens;0;D;2012
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D059910;HLA-B15 Antigen;1;1;HLA-B Antigens;0;D;2012
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D059911;HLA-B18 Antigen;1;1;HLA-B Antigens;0;D;2012
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D059912;HLA-B37 Antigen;1;1;HLA-B Antigens;0;D;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D059925;Anatomic Landmarks;0;1;;0;A;2012
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D059945;HLA-B38 Antigen;1;1;HLA-B Antigens;0;D;2012
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D059946;HLA-B39 Antigen;1;1;HLA-B Antigens;0;D;2012
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D059947;HLA-B40 Antigen;1;1;HLA-B Antigens;0;D;2012
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D059948;HLA-B44 Antigen;1;1;HLA-B Antigens;0;D;2012
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D059949;HLA-B51 Antigen;1;1;HLA-B Antigens;0;D;2012
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D059950;HLA-B52 Antigen;1;1;HLA-B Antigens;0;D;2012
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D059951;HLA-G Antigens;2;2;HLA Antigens~Histocompatibility Antigens Class I;0;D;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D059952;Pelvic Floor Disorders;1;3;Pelvic Floor;0;C;2012
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D059965;Merkel cell polyomavirus;2;1;Carcinoma, Merkel Cell~Polyomavirus;0;B;2012
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D059985;Cryogels;1;1;Hydrogels;0;D;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D060005;Genotyping Techniques;1;1;Genotype;0;E;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D060026;Endophytes;0;1;;0;B;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D060045;Genes, Modifier;0;1;;0;G;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D060046;Maintenance Chemotherapy;0;1;;0;E;2012
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D060047;Reproductive Isolation;2;1;Biological Evolution~Reproduction;0;G;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D060048;Slipped Capital Femoral Epiphyses;1;2;Epiphyses, Slipped;0;C;2012
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D060049;Asymmetric Cell Division;2;2;Cell Differentiation~Stem Cells;0;G;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D060050;Angina, Stable;1;1;Angina Pectoris;0;C;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D060051;Occupational Injuries;2;1;Accidents, Occupational~Occupational Diseases;0;C;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D060052;Nasolabial Fold;0;1;;0;A;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D060053;Transplant Donor Site;0;1;;0;A;2012
1.5: Detachment;1: Old concept;5: Detachment;NRW;D060054;Agrobacterium;1;1;Rhizobium;1;B;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D060066;Protein Interaction Maps;1;1;Protein Interaction Mapping;0;G;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D060085;Coinfection;0;1;;0;C;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D060086;Hydrothermal Vents;0;2;;0;G;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D060105;Animal Shells;1;1;Animals;0;A;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D060106;Lakes;1;2;Fresh Water;1;G~N;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D060125;Characiformes;1;1;Fishes;1;B;2012
3.3: Submersion;3: New PI concept;3: Submersion;-;D060126;Characidae;1;1;Fishes;0;B;2012
1.2: Subdivision;1: Old concept;2: Subdivision;NRW;D060127;Kangaroo-Mother Care Method;1;2;Infant Care;0;E~N;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D060145;Text Messaging;0;2;;0;L;2012
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D060146;Ecotype;0;2;;0;G~N;2012
3.5: Detachment;3: New PI concept;5: Detachment;-;D060148;HapMap Project;1;3;Haplotypes;0;H;2012
2.5: Detachment;2: Old SRC;5: Detachment;-;D060149;Tetraspanin 30;2;3;Platelet Membrane Glycoproteins~Antigens, CD;0;D;2012
3.2: Subdivision~3.3: Submersion;3: New PI concept;2: Subdivision~3: Submersion;-;D060151;B-Lymphocytes, Regulatory;2;1;B-Lymphocyte Subsets~B-Lymphocytes;0;A;2012
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D060152;V(D)J Recombination;1;2;Recombination, Genetic;0;G;2012
